序号,系统,25/26,责任人,一级功能,二级功能,三级功能,四级功能,类型,修改说明,评估说明,FTR,RET,DET,复杂度,UFP,复用度,调整因子,应用系数,FP,FP*应用系数,FTR明细,RET明细,DET明细（除启动触发器）,备注,,备注,"说明：
一、对于EI、EO、EQ
1、FTR如有多个，用中文顿号隔开
2、DET每行对应一个FTR，有多少个FTR则有多少行DET。对于每一行DET，用竖线|分割输入DET和输出DET，用顿号隔开多个DET。不同FTR用回车分开。
逻辑文件1{输入1、输入2|输出1、输出2}
逻辑文件2{|输出3、输出4}
逻辑文件3{输入3|}
例如：用户角色查询
FTR明细：
用户信息、角色信息
DET明细：
用户信息{用户名|用户名、密码、姓名、电话号码}
角色信息{|角色名称、角色权限}
二、如使用估算法，在DET列填写“估算法”
三、后评估如缺少FTR或DET信息导致无法据实评估的，复杂度均为低，在DET列填写“估算”",评估方法：
=ROW()-1,,2025,张明峰,,,台账上报输出,向部侧上报台账批量数据,EO,,,"=IF(OR(X740=""估算法"",X740=""算法类"",X740=""无法识别""),"""",IF(V740="""",IF(OR(I740=""EI"",I740=""EO"",I740=""EQ""),0,""""),LEN(V740)-LEN(SUBSTITUTE(V740,""、"",""""))+1))","=IF(OR(X740=""估算法"",X740=""算法类"",X740=""无法识别""),"""",IF(W740="""",IF(OR(I740=""ILF"",I740=""EIF""),0,""""),LEN(W740)-LEN(SUBSTITUTE(W740,""、"",""""))+1))","=IF(OR(X740=""估算法"",X740=""算法类"",X740=""无法识别""),"""",IF(X740="""",IF(OR(I740=""ILF"",I740=""EIF"",I740=""EI"",I740=""EO"",I740=""EQ""),0,""""),LEN(X740)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X740,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I740=""EI"",I740=""EO"",I740=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I740=""EI"",IF(OR(X740=""估算法"",X740=""算法类""),""中"",IF(X740=""无法识别"",""低"",IF(L740<2,IF(N740<16,""低"",""中""),IF(L740<3,IF(N740<5,""低"",IF(N740<16,""中"",""高"")),IF(N740<5,""中"",""高""))))),IF(OR(I740=""EO"",I740=""EQ""),IF(OR(X740=""估算法"",X740=""算法类""),""中"",IF(X740=""无法识别"",""低"",IF(L740<2,IF(N740<20,""低"",""中""),IF(L740<4,IF(N740<6,""低"",IF(N740<20,""中"",""高"")),IF(N740<6,""中"",""高""))))),IF(OR(I740=""ILF"",I740=""EIF""),IF(OR(X740=""估算法"",X740=""算法类"",X740=""无法识别""),""低"",IF(M740<2,IF(N740<51,""低"",""中""),IF(M740<6,IF(N740<20,""低"",IF(N740<51,""中"",""高"")),IF(N740<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I740=""EI"",IF(O740=""低"",3,IF(O740=""中"",4,6)),IF(I740=""EO"",IF(O740=""低"",4,IF(O740=""中"",5,7)),IF(I740=""EQ"",IF(O740=""低"",3,IF(O740=""中"",4,6)),IF(I740=""ILF"",IF(O740=""低"",7,IF(O740=""中"",10,15)),IF(I740=""EIF"",IF(O740=""低"",5,IF(O740=""中"",7,10)),""不计算"")))))*Q740,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P740*R740,0)",=T740*S740,漏管台账记录主表、部侧台账批量上报请求接口文件,,"漏管台账记录主表{台账记录编号、台账类型编码|上报状态}
部侧台账批量上报请求接口文件{|文件编号、文件路径、上传时间}",,,,,
=ROW()-1,,2025,张明峰,,,部侧接口对接,响应部侧测试类台账查询,EO,,,"=IF(OR(X741=""估算法"",X741=""算法类"",X741=""无法识别""),"""",IF(V741="""",IF(OR(I741=""EI"",I741=""EO"",I741=""EQ""),0,""""),LEN(V741)-LEN(SUBSTITUTE(V741,""、"",""""))+1))","=IF(OR(X741=""估算法"",X741=""算法类"",X741=""无法识别""),"""",IF(W741="""",IF(OR(I741=""ILF"",I741=""EIF""),0,""""),LEN(W741)-LEN(SUBSTITUTE(W741,""、"",""""))+1))","=IF(OR(X741=""估算法"",X741=""算法类"",X741=""无法识别""),"""",IF(X741="""",IF(OR(I741=""ILF"",I741=""EIF"",I741=""EI"",I741=""EO"",I741=""EQ""),0,""""),LEN(X741)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X741,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I741=""EI"",I741=""EO"",I741=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I741=""EI"",IF(OR(X741=""估算法"",X741=""算法类""),""中"",IF(X741=""无法识别"",""低"",IF(L741<2,IF(N741<16,""低"",""中""),IF(L741<3,IF(N741<5,""低"",IF(N741<16,""中"",""高"")),IF(N741<5,""中"",""高""))))),IF(OR(I741=""EO"",I741=""EQ""),IF(OR(X741=""估算法"",X741=""算法类""),""中"",IF(X741=""无法识别"",""低"",IF(L741<2,IF(N741<20,""低"",""中""),IF(L741<4,IF(N741<6,""低"",IF(N741<20,""中"",""高"")),IF(N741<6,""中"",""高""))))),IF(OR(I741=""ILF"",I741=""EIF""),IF(OR(X741=""估算法"",X741=""算法类"",X741=""无法识别""),""低"",IF(M741<2,IF(N741<51,""低"",""中""),IF(M741<6,IF(N741<20,""低"",IF(N741<51,""中"",""高"")),IF(N741<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I741=""EI"",IF(O741=""低"",3,IF(O741=""中"",4,6)),IF(I741=""EO"",IF(O741=""低"",4,IF(O741=""中"",5,7)),IF(I741=""EQ"",IF(O741=""低"",3,IF(O741=""中"",4,6)),IF(I741=""ILF"",IF(O741=""低"",7,IF(O741=""中"",10,15)),IF(I741=""EIF"",IF(O741=""低"",5,IF(O741=""中"",7,10)),""不计算"")))))*Q741,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P741*R741,0)",=T741*S741,漏管台账记录主表、部侧测试台账查询记录表,,"漏管台账记录主表{台账类型编码、记录时间|台账记录编号、台账类型编码、扩展内容}
部侧测试台账查询记录表{测试类型|查询编号、响应状态、返回条数}",测试类型3/6,,,,
=ROW()-1,,2025,张明峰,,,台账配套文件,打包业务场景十一台账配套文件,EO,,,"=IF(OR(X742=""估算法"",X742=""算法类"",X742=""无法识别""),"""",IF(V742="""",IF(OR(I742=""EI"",I742=""EO"",I742=""EQ""),0,""""),LEN(V742)-LEN(SUBSTITUTE(V742,""、"",""""))+1))","=IF(OR(X742=""估算法"",X742=""算法类"",X742=""无法识别""),"""",IF(W742="""",IF(OR(I742=""ILF"",I742=""EIF""),0,""""),LEN(W742)-LEN(SUBSTITUTE(W742,""、"",""""))+1))","=IF(OR(X742=""估算法"",X742=""算法类"",X742=""无法识别""),"""",IF(X742="""",IF(OR(I742=""ILF"",I742=""EIF"",I742=""EI"",I742=""EO"",I742=""EQ""),0,""""),LEN(X742)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X742,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I742=""EI"",I742=""EO"",I742=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I742=""EI"",IF(OR(X742=""估算法"",X742=""算法类""),""中"",IF(X742=""无法识别"",""低"",IF(L742<2,IF(N742<16,""低"",""中""),IF(L742<3,IF(N742<5,""低"",IF(N742<16,""中"",""高"")),IF(N742<5,""中"",""高""))))),IF(OR(I742=""EO"",I742=""EQ""),IF(OR(X742=""估算法"",X742=""算法类""),""中"",IF(X742=""无法识别"",""低"",IF(L742<2,IF(N742<20,""低"",""中""),IF(L742<4,IF(N742<6,""低"",IF(N742<20,""中"",""高"")),IF(N742<6,""中"",""高""))))),IF(OR(I742=""ILF"",I742=""EIF""),IF(OR(X742=""估算法"",X742=""算法类"",X742=""无法识别""),""低"",IF(M742<2,IF(N742<51,""低"",""中""),IF(M742<6,IF(N742<20,""低"",IF(N742<51,""中"",""高"")),IF(N742<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I742=""EI"",IF(O742=""低"",3,IF(O742=""中"",4,6)),IF(I742=""EO"",IF(O742=""低"",4,IF(O742=""中"",5,7)),IF(I742=""EQ"",IF(O742=""低"",3,IF(O742=""中"",4,6)),IF(I742=""ILF"",IF(O742=""低"",7,IF(O742=""中"",10,15)),IF(I742=""EIF"",IF(O742=""低"",5,IF(O742=""中"",7,10)),""不计算"")))))*Q742,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P742*R742,0)",=T742*S742,业务场景十一台账文件表、漏管台账记录主表,,"漏管台账记录主表{台账记录编号、配套文件编号|配套文件编号}
业务场景十一台账文件表{|配套文件编号、文件键名、记录条数、文件路径}",,,,,
=ROW()-1,,2025,张明峰,,,,维护配套文件与部侧指令传输关联,EI,,,"=IF(OR(X743=""估算法"",X743=""算法类"",X743=""无法识别""),"""",IF(V743="""",IF(OR(I743=""EI"",I743=""EO"",I743=""EQ""),0,""""),LEN(V743)-LEN(SUBSTITUTE(V743,""、"",""""))+1))","=IF(OR(X743=""估算法"",X743=""算法类"",X743=""无法识别""),"""",IF(W743="""",IF(OR(I743=""ILF"",I743=""EIF""),0,""""),LEN(W743)-LEN(SUBSTITUTE(W743,""、"",""""))+1))","=IF(OR(X743=""估算法"",X743=""算法类"",X743=""无法识别""),"""",IF(X743="""",IF(OR(I743=""ILF"",I743=""EIF"",I743=""EI"",I743=""EO"",I743=""EQ""),0,""""),LEN(X743)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X743,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I743=""EI"",I743=""EO"",I743=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I743=""EI"",IF(OR(X743=""估算法"",X743=""算法类""),""中"",IF(X743=""无法识别"",""低"",IF(L743<2,IF(N743<16,""低"",""中""),IF(L743<3,IF(N743<5,""低"",IF(N743<16,""中"",""高"")),IF(N743<5,""中"",""高""))))),IF(OR(I743=""EO"",I743=""EQ""),IF(OR(X743=""估算法"",X743=""算法类""),""中"",IF(X743=""无法识别"",""低"",IF(L743<2,IF(N743<20,""低"",""中""),IF(L743<4,IF(N743<6,""低"",IF(N743<20,""中"",""高"")),IF(N743<6,""中"",""高""))))),IF(OR(I743=""ILF"",I743=""EIF""),IF(OR(X743=""估算法"",X743=""算法类"",X743=""无法识别""),""低"",IF(M743<2,IF(N743<51,""低"",""中""),IF(M743<6,IF(N743<20,""低"",IF(N743<51,""中"",""高"")),IF(N743<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I743=""EI"",IF(O743=""低"",3,IF(O743=""中"",4,6)),IF(I743=""EO"",IF(O743=""低"",4,IF(O743=""中"",5,7)),IF(I743=""EQ"",IF(O743=""低"",3,IF(O743=""中"",4,6)),IF(I743=""ILF"",IF(O743=""低"",7,IF(O743=""中"",10,15)),IF(I743=""EIF"",IF(O743=""低"",5,IF(O743=""中"",7,10)),""不计算"")))))*Q743,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P743*R743,0)",=T743*S743,台账配套文件元数据表,,台账配套文件元数据表{配套文件编号、部侧指令编号、文件键名|配套文件编号、文件路径},,,,,
=ROW()-1,,2025,张明峰,,,,关联配套文件编号与台账记录,EI,,,"=IF(OR(X744=""估算法"",X744=""算法类"",X744=""无法识别""),"""",IF(V744="""",IF(OR(I744=""EI"",I744=""EO"",I744=""EQ""),0,""""),LEN(V744)-LEN(SUBSTITUTE(V744,""、"",""""))+1))","=IF(OR(X744=""估算法"",X744=""算法类"",X744=""无法识别""),"""",IF(W744="""",IF(OR(I744=""ILF"",I744=""EIF""),0,""""),LEN(W744)-LEN(SUBSTITUTE(W744,""、"",""""))+1))","=IF(OR(X744=""估算法"",X744=""算法类"",X744=""无法识别""),"""",IF(X744="""",IF(OR(I744=""ILF"",I744=""EIF"",I744=""EI"",I744=""EO"",I744=""EQ""),0,""""),LEN(X744)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X744,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I744=""EI"",I744=""EO"",I744=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I744=""EI"",IF(OR(X744=""估算法"",X744=""算法类""),""中"",IF(X744=""无法识别"",""低"",IF(L744<2,IF(N744<16,""低"",""中""),IF(L744<3,IF(N744<5,""低"",IF(N744<16,""中"",""高"")),IF(N744<5,""中"",""高""))))),IF(OR(I744=""EO"",I744=""EQ""),IF(OR(X744=""估算法"",X744=""算法类""),""中"",IF(X744=""无法识别"",""低"",IF(L744<2,IF(N744<20,""低"",""中""),IF(L744<4,IF(N744<6,""低"",IF(N744<20,""中"",""高"")),IF(N744<6,""中"",""高""))))),IF(OR(I744=""ILF"",I744=""EIF""),IF(OR(X744=""估算法"",X744=""算法类"",X744=""无法识别""),""低"",IF(M744<2,IF(N744<51,""低"",""中""),IF(M744<6,IF(N744<20,""低"",IF(N744<51,""中"",""高"")),IF(N744<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I744=""EI"",IF(O744=""低"",3,IF(O744=""中"",4,6)),IF(I744=""EO"",IF(O744=""低"",4,IF(O744=""中"",5,7)),IF(I744=""EQ"",IF(O744=""低"",3,IF(O744=""中"",4,6)),IF(I744=""ILF"",IF(O744=""低"",7,IF(O744=""中"",10,15)),IF(I744=""EIF"",IF(O744=""低"",5,IF(O744=""中"",7,10)),""不计算"")))))*Q744,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P744*R744,0)",=T744*S744,漏管台账记录主表、台账配套文件元数据表,,"漏管台账记录主表{台账记录编号、配套文件编号|配套文件编号}
台账配套文件元数据表{配套文件编号|部侧指令编号、文件键名}",,,,,
=ROW()-1,,2025,张明峰,,,,业务场景十一台账文件表,ILF,,,"=IF(OR(X745=""估算法"",X745=""算法类"",X745=""无法识别""),"""",IF(V745="""",IF(OR(I745=""EI"",I745=""EO"",I745=""EQ""),0,""""),LEN(V745)-LEN(SUBSTITUTE(V745,""、"",""""))+1))","=IF(OR(X745=""估算法"",X745=""算法类"",X745=""无法识别""),"""",IF(W745="""",IF(OR(I745=""ILF"",I745=""EIF""),0,""""),LEN(W745)-LEN(SUBSTITUTE(W745,""、"",""""))+1))","=IF(OR(X745=""估算法"",X745=""算法类"",X745=""无法识别""),"""",IF(X745="""",IF(OR(I745=""ILF"",I745=""EIF"",I745=""EI"",I745=""EO"",I745=""EQ""),0,""""),LEN(X745)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X745,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I745=""EI"",I745=""EO"",I745=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I745=""EI"",IF(OR(X745=""估算法"",X745=""算法类""),""中"",IF(X745=""无法识别"",""低"",IF(L745<2,IF(N745<16,""低"",""中""),IF(L745<3,IF(N745<5,""低"",IF(N745<16,""中"",""高"")),IF(N745<5,""中"",""高""))))),IF(OR(I745=""EO"",I745=""EQ""),IF(OR(X745=""估算法"",X745=""算法类""),""中"",IF(X745=""无法识别"",""低"",IF(L745<2,IF(N745<20,""低"",""中""),IF(L745<4,IF(N745<6,""低"",IF(N745<20,""中"",""高"")),IF(N745<6,""中"",""高""))))),IF(OR(I745=""ILF"",I745=""EIF""),IF(OR(X745=""估算法"",X745=""算法类"",X745=""无法识别""),""低"",IF(M745<2,IF(N745<51,""低"",""中""),IF(M745<6,IF(N745<20,""低"",IF(N745<51,""中"",""高"")),IF(N745<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I745=""EI"",IF(O745=""低"",3,IF(O745=""中"",4,6)),IF(I745=""EO"",IF(O745=""低"",4,IF(O745=""中"",5,7)),IF(I745=""EQ"",IF(O745=""低"",3,IF(O745=""中"",4,6)),IF(I745=""ILF"",IF(O745=""低"",7,IF(O745=""中"",10,15)),IF(I745=""EIF"",IF(O745=""低"",5,IF(O745=""中"",7,10)),""不计算"")))))*Q745,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P745*R745,0)",=T745*S745,,业务场景十一台账文件表,业务场景十一台账文件表{配套文件编号、部侧指令编号、文件键名、记录条数、文件路径、创建时间},,,,,
=ROW()-1,,2025,张明峰,,,台账统计,按台账类型统计周期内记录数量,EO,,,"=IF(OR(X746=""估算法"",X746=""算法类"",X746=""无法识别""),"""",IF(V746="""",IF(OR(I746=""EI"",I746=""EO"",I746=""EQ""),0,""""),LEN(V746)-LEN(SUBSTITUTE(V746,""、"",""""))+1))","=IF(OR(X746=""估算法"",X746=""算法类"",X746=""无法识别""),"""",IF(W746="""",IF(OR(I746=""ILF"",I746=""EIF""),0,""""),LEN(W746)-LEN(SUBSTITUTE(W746,""、"",""""))+1))","=IF(OR(X746=""估算法"",X746=""算法类"",X746=""无法识别""),"""",IF(X746="""",IF(OR(I746=""ILF"",I746=""EIF"",I746=""EI"",I746=""EO"",I746=""EQ""),0,""""),LEN(X746)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X746,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I746=""EI"",I746=""EO"",I746=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I746=""EI"",IF(OR(X746=""估算法"",X746=""算法类""),""中"",IF(X746=""无法识别"",""低"",IF(L746<2,IF(N746<16,""低"",""中""),IF(L746<3,IF(N746<5,""低"",IF(N746<16,""中"",""高"")),IF(N746<5,""中"",""高""))))),IF(OR(I746=""EO"",I746=""EQ""),IF(OR(X746=""估算法"",X746=""算法类""),""中"",IF(X746=""无法识别"",""低"",IF(L746<2,IF(N746<20,""低"",""中""),IF(L746<4,IF(N746<6,""低"",IF(N746<20,""中"",""高"")),IF(N746<6,""中"",""高""))))),IF(OR(I746=""ILF"",I746=""EIF""),IF(OR(X746=""估算法"",X746=""算法类"",X746=""无法识别""),""低"",IF(M746<2,IF(N746<51,""低"",""中""),IF(M746<6,IF(N746<20,""低"",IF(N746<51,""中"",""高"")),IF(N746<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I746=""EI"",IF(O746=""低"",3,IF(O746=""中"",4,6)),IF(I746=""EO"",IF(O746=""低"",4,IF(O746=""中"",5,7)),IF(I746=""EQ"",IF(O746=""低"",3,IF(O746=""中"",4,6)),IF(I746=""ILF"",IF(O746=""低"",7,IF(O746=""中"",10,15)),IF(I746=""EIF"",IF(O746=""低"",5,IF(O746=""中"",7,10)),""不计算"")))))*Q746,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P746*R746,0)",=T746*S746,任务统计对象表、漏管台账记录主表,,"漏管台账记录主表{台账类型编码、记录时间|台账类型编码}
任务统计对象表{|统计周期、台账类型编码、发送数量}",表51,,,,
=ROW()-1,,2025,张明峰,,,,按指令类型统计本地收发数量,EO,,,"=IF(OR(X747=""估算法"",X747=""算法类"",X747=""无法识别""),"""",IF(V747="""",IF(OR(I747=""EI"",I747=""EO"",I747=""EQ""),0,""""),LEN(V747)-LEN(SUBSTITUTE(V747,""、"",""""))+1))","=IF(OR(X747=""估算法"",X747=""算法类"",X747=""无法识别""),"""",IF(W747="""",IF(OR(I747=""ILF"",I747=""EIF""),0,""""),LEN(W747)-LEN(SUBSTITUTE(W747,""、"",""""))+1))","=IF(OR(X747=""估算法"",X747=""算法类"",X747=""无法识别""),"""",IF(X747="""",IF(OR(I747=""ILF"",I747=""EIF"",I747=""EI"",I747=""EO"",I747=""EQ""),0,""""),LEN(X747)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X747,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I747=""EI"",I747=""EO"",I747=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I747=""EI"",IF(OR(X747=""估算法"",X747=""算法类""),""中"",IF(X747=""无法识别"",""低"",IF(L747<2,IF(N747<16,""低"",""中""),IF(L747<3,IF(N747<5,""低"",IF(N747<16,""中"",""高"")),IF(N747<5,""中"",""高""))))),IF(OR(I747=""EO"",I747=""EQ""),IF(OR(X747=""估算法"",X747=""算法类""),""中"",IF(X747=""无法识别"",""低"",IF(L747<2,IF(N747<20,""低"",""中""),IF(L747<4,IF(N747<6,""低"",IF(N747<20,""中"",""高"")),IF(N747<6,""中"",""高""))))),IF(OR(I747=""ILF"",I747=""EIF""),IF(OR(X747=""估算法"",X747=""算法类"",X747=""无法识别""),""低"",IF(M747<2,IF(N747<51,""低"",""中""),IF(M747<6,IF(N747<20,""低"",IF(N747<51,""中"",""高"")),IF(N747<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I747=""EI"",IF(O747=""低"",3,IF(O747=""中"",4,6)),IF(I747=""EO"",IF(O747=""低"",4,IF(O747=""中"",5,7)),IF(I747=""EQ"",IF(O747=""低"",3,IF(O747=""中"",4,6)),IF(I747=""ILF"",IF(O747=""低"",7,IF(O747=""中"",10,15)),IF(I747=""EIF"",IF(O747=""低"",5,IF(O747=""中"",7,10)),""不计算"")))))*Q747,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P747*R747,0)",=T747*S747,任务统计对象表,,任务统计对象表{统计周期、指令类型|发送数量、接收数量},表51,,,,
=ROW()-1,,2025,张明峰,,,,任务统计对象表,ILF,,,"=IF(OR(X748=""估算法"",X748=""算法类"",X748=""无法识别""),"""",IF(V748="""",IF(OR(I748=""EI"",I748=""EO"",I748=""EQ""),0,""""),LEN(V748)-LEN(SUBSTITUTE(V748,""、"",""""))+1))","=IF(OR(X748=""估算法"",X748=""算法类"",X748=""无法识别""),"""",IF(W748="""",IF(OR(I748=""ILF"",I748=""EIF""),0,""""),LEN(W748)-LEN(SUBSTITUTE(W748,""、"",""""))+1))","=IF(OR(X748=""估算法"",X748=""算法类"",X748=""无法识别""),"""",IF(X748="""",IF(OR(I748=""ILF"",I748=""EIF"",I748=""EI"",I748=""EO"",I748=""EQ""),0,""""),LEN(X748)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X748,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I748=""EI"",I748=""EO"",I748=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I748=""EI"",IF(OR(X748=""估算法"",X748=""算法类""),""中"",IF(X748=""无法识别"",""低"",IF(L748<2,IF(N748<16,""低"",""中""),IF(L748<3,IF(N748<5,""低"",IF(N748<16,""中"",""高"")),IF(N748<5,""中"",""高""))))),IF(OR(I748=""EO"",I748=""EQ""),IF(OR(X748=""估算法"",X748=""算法类""),""中"",IF(X748=""无法识别"",""低"",IF(L748<2,IF(N748<20,""低"",""中""),IF(L748<4,IF(N748<6,""低"",IF(N748<20,""中"",""高"")),IF(N748<6,""中"",""高""))))),IF(OR(I748=""ILF"",I748=""EIF""),IF(OR(X748=""估算法"",X748=""算法类"",X748=""无法识别""),""低"",IF(M748<2,IF(N748<51,""低"",""中""),IF(M748<6,IF(N748<20,""低"",IF(N748<51,""中"",""高"")),IF(N748<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I748=""EI"",IF(O748=""低"",3,IF(O748=""中"",4,6)),IF(I748=""EO"",IF(O748=""低"",4,IF(O748=""中"",5,7)),IF(I748=""EQ"",IF(O748=""低"",3,IF(O748=""中"",4,6)),IF(I748=""ILF"",IF(O748=""低"",7,IF(O748=""中"",10,15)),IF(I748=""EIF"",IF(O748=""低"",5,IF(O748=""中"",7,10)),""不计算"")))))*Q748,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P748*R748,0)",=T748*S748,,任务统计对象表,任务统计对象表{统计编号、统计周期、台账类型编码、指令类型、发送数量、接收数量},表51,,,,
=ROW()-1,,2025,张明峰,,,部侧接口对接,部侧测试台账查询记录表,ILF,,,"=IF(OR(X749=""估算法"",X749=""算法类"",X749=""无法识别""),"""",IF(V749="""",IF(OR(I749=""EI"",I749=""EO"",I749=""EQ""),0,""""),LEN(V749)-LEN(SUBSTITUTE(V749,""、"",""""))+1))","=IF(OR(X749=""估算法"",X749=""算法类"",X749=""无法识别""),"""",IF(W749="""",IF(OR(I749=""ILF"",I749=""EIF""),0,""""),LEN(W749)-LEN(SUBSTITUTE(W749,""、"",""""))+1))","=IF(OR(X749=""估算法"",X749=""算法类"",X749=""无法识别""),"""",IF(X749="""",IF(OR(I749=""ILF"",I749=""EIF"",I749=""EI"",I749=""EO"",I749=""EQ""),0,""""),LEN(X749)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X749,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I749=""EI"",I749=""EO"",I749=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I749=""EI"",IF(OR(X749=""估算法"",X749=""算法类""),""中"",IF(X749=""无法识别"",""低"",IF(L749<2,IF(N749<16,""低"",""中""),IF(L749<3,IF(N749<5,""低"",IF(N749<16,""中"",""高"")),IF(N749<5,""中"",""高""))))),IF(OR(I749=""EO"",I749=""EQ""),IF(OR(X749=""估算法"",X749=""算法类""),""中"",IF(X749=""无法识别"",""低"",IF(L749<2,IF(N749<20,""低"",""中""),IF(L749<4,IF(N749<6,""低"",IF(N749<20,""中"",""高"")),IF(N749<6,""中"",""高""))))),IF(OR(I749=""ILF"",I749=""EIF""),IF(OR(X749=""估算法"",X749=""算法类"",X749=""无法识别""),""低"",IF(M749<2,IF(N749<51,""低"",""中""),IF(M749<6,IF(N749<20,""低"",IF(N749<51,""中"",""高"")),IF(N749<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I749=""EI"",IF(O749=""低"",3,IF(O749=""中"",4,6)),IF(I749=""EO"",IF(O749=""低"",4,IF(O749=""中"",5,7)),IF(I749=""EQ"",IF(O749=""低"",3,IF(O749=""中"",4,6)),IF(I749=""ILF"",IF(O749=""低"",7,IF(O749=""中"",10,15)),IF(I749=""EIF"",IF(O749=""低"",5,IF(O749=""中"",7,10)),""不计算"")))))*Q749,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P749*R749,0)",=T749*S749,,部侧测试台账查询记录表,部侧测试台账查询记录表{查询编号、测试类型、查询时间、响应状态、返回条数},,,,,
